Sex,Age,Race,Juvenile Felonies,Juvenile Misdemeanors,Juvenile Others,Previous Convictions,Degree of Conviction,Days in Jail,COMPAS Score,Recidivism
1,25,0,0,0,0,1,0,52,2,0
1,48,0,0,0,0,11,0,5,7,0
0,58,2,0,0,0,0,1,1,0,0
0,26,0,0,0,0,0,0,1,2,0
1,33,2,0,0,0,3,0,89,6,1
1,59,0,0,0,0,8,0,9,7,1
1,34,0,0,0,0,12,0,24,6,0
1,44,2,0,0,0,5,0,13,1,0
1,20,0,0,0,0,0,0,31,6,1
1,45,2,0,0,0,0,0,35,6,0
1,27,3,0,0,0,1,1,245,3,0
1,37,2,0,0,0,1,0,1,1,1
1,43,0,0,0,0,0,0,1,0,1
1,65,0,0,0,0,0,0,2,0,0
0,36,0,0,0,0,1,1,1,4,0
1,59,2,0,0,0,0,1,1,0,0
1,35,2,0,0,0,4,0,32,1,1
1,37,0,0,0,0,12,0,328,8,0
1,29,0,0,0,0,5,0,113,4,1
0,21,0,0,0,0,0,1,1,4,0
1,28,2,0,0,0,0,1,61,0,0
1,34,0,0,0,0,5,1,85,2,1
0,21,2,0,0,0,0,0,1,3,0
1,21,2,0,0,0,1,0,1,4,0
1,29,0,0,0,0,1,1,3,1,0
0,42,0,0,0,0,16,0,180,5,0
1,21,0,0,2,1,3,0,32,8,1
1,69,0,0,0,0,1,0,32,0,1
0,49,2,0,0,0,1,1,1,0,0
1,29,2,0,0,0,1,0,89,1,0
0,24,2,0,0,0,0,1,1,4,0
1,27,0,0,0,0,4,0,35,7,1
0,55,0,0,0,0,1,1,3,0,0
1,19,0,1,2,0,3,0,81,9,1
1,24,0,2,0,0,7,1,3,7,1
1,21,2,0,0,0,1,0,31,3,0
1,28,2,0,0,0,0,0,38,5,1
1,34,0,0,0,0,4,1,1,5,0
1,27,0,0,0,0,2,0,2,4,1
1,37,0,3,0,0,12,1,171,9,0
1,40,0,0,0,0,1,0,66,0,0
1,60,5,0,0,0,0,1,120,0,0
0,36,2,0,0,0,4,0,15,1,1
1,23,2,0,0,0,0,0,1,3,0
1,34,0,0,0,0,19,0,133,6,1
1,52,2,0,0,0,0,0,1,0,0
1,38,0,0,0,0,13,0,3,9,0
1,27,0,0,0,1,5,0,30,8,1
1,50,0,0,0,0,1,0,30,0,0
1,27,0,0,0,0,0,0,31,1,0
1,22,0,0,1,2,1,0,85,4,0
1,29,2,0,0,0,0,1,31,6,1
0,50,3,0,0,0,1,0,31,1,1
1,61,2,0,0,0,1,0,123,0,1
1,34,0,0,0,0,1,0,113,0,0
1,56,0,0,0,0,1,0,39,0,0
1,22,0,0,0,0,0,0,31,7,0
1,31,0,3,0,0,16,0,1,9,1
1,21,2,0,0,0,0,0,1,3,0
1,23,0,0,0,1,1,0,215,4,1
1,45,5,0,0,0,1,0,1,0,0
1,26,3,0,0,0,3,0,130,8,0
1,24,0,0,0,0,1,1,74,7,1
1,30,0,0,0,0,1,0,1,8,0
1,32,0,0,6,5,17,0,113,7,1
1,61,2,0,0,0,0,1,83,0,0
1,27,2,0,0,0,3,1,93,2,0
1,41,3,0,0,0,2,1,2,1,0
1,25,3,0,0,0,2,0,1,0,0
1,60,2,0,0,0,0,1,32,0,0
1,23,0,0,0,0,1,1,123,7,0
1,40,2,0,0,0,0,1,30,0,0
1,35,2,0,0,0,6,0,253,3,0
1,30,2,0,0,0,0,0,185,2,0
1,34,2,0,0,0,1,0,235,0,0
1,49,2,0,0,0,0,0,2,0,0
0,20,2,0,0,0,1,0,1,4,0
0,20,0,0,0,0,0,0,30,4,0
1,48,1,0,0,0,0,0,3,1,0
1,24,0,0,0,0,0,1,2,4,1
1,30,0,0,0,0,5,1,31,2,0
1,50,0,1,0,0,23,0,241,9,0
0,20,0,0,0,0,0,1,1,3,1
1,25,0,0,0,0,0,1,2,2,0
1,37,2,0,0,0,0,0,1,1,0
1,38,2,0,0,0,0,1,1,1,1
1,29,0,0,0,0,0,0,32,1,1
0,38,2,0,0,0,1,1,135,4,1
1,27,0,0,0,0,1,0,266,1,1
1,45,3,0,0,0,0,1,2,0,0
0,29,3,0,0,0,2,1,42,2,0
1,21,2,0,0,0,0,1,2,3,1
1,36,0,0,0,0,11,1,13,5,0
1,29,0,0,0,0,3,1,2,6,0
1,24,0,0,0,0,1,0,142,6,0
1,53,2,0,0,0,3,0,198,0,1
1,36,2,0,0,0,4,0,31,1,1
1,64,0,0,0,0,8,1,1,3,1
1,31,0,0,0,0,3,1,2,2,0
1,26,2,0,0,0,3,1,1,9,0
1,48,2,0,0,0,0,0,34,0,0
1,27,5,0,0,0,6,0,31,3,1
1,21,0,0,0,0,0,0,2,3,0
1,20,0,0,0,0,0,0,61,4,1
1,29,2,0,0,0,1,1,1,0,0
1,37,0,0,0,0,17,1,133,8,0
1,51,2,0,0,0,8,0,31,4,1
1,47,2,0,0,0,2,0,2,1,1
1,42,2,0,0,0,0,0,98,4,0
1,23,2,0,0,0,1,1,44,2,0
1,49,2,0,0,0,6,0,61,2,0
1,25,0,1,0,0,5,0,32,8,0
1,27,0,0,0,1,2,0,40,8,1
1,45,0,1,0,0,16,0,2,6,0
1,41,2,0,0,0,0,0,31,1,1
0,20,0,0,0,0,2,1,42,8,0
1,31,2,0,0,0,3,1,2,1,1
1,28,1,0,0,0,9,0,182,7,1
0,29,0,0,0,0,1,0,73,2,0
1,39,2,0,0,0,1,0,1,0,0
1,33,2,0,0,0,0,0,31,0,0
1,41,1,0,0,0,0,0,61,0,0
0,21,0,0,1,0,1,0,1,5,1
1,48,1,0,0,0,0,1,225,0,0
1,27,0,0,0,0,3,1,111,2,0
1,24,3,0,0,0,0,0,33,4,0
0,24,2,0,0,0,0,1,1,2,0
1,29,0,0,0,0,3,1,2,2,1
1,21,2,0,0,0,0,0,2,4,1
0,31,2,0,0,2,14,0,30,9,0
1,32,3,0,0,0,1,0,92,0,0
1,62,2,0,0,0,0,1,31,0,0
1,39,2,0,0,0,3,0,2,5,1
1,30,0,0,1,0,13,1,1,9,0
1,44,2,0,0,0,0,1,31,0,0
1,56,2,0,0,0,2,1,103,2,0
1,28,0,0,0,0,6,0,1,0,0
0,26,0,0,0,0,6,0,4,5,1
1,27,0,0,0,0,14,0,57,6,0
1,23,2,0,0,0,0,0,684,2,0
1,24,0,0,0,0,5,0,64,8,1
1,51,3,0,0,0,0,1,1,0,0
1,51,3,0,0,0,1,0,93,2,0
1,56,2,0,0,0,0,1,1,0,0
1,28,0,0,0,1,7,0,59,9,0
0,36,0,0,0,0,1,1,32,1,0
1,21,2,0,0,1,0,0,289,7,0
1,26,2,0,0,0,0,0,33,4,0
1,35,0,0,0,0,1,0,167,7,0
0,38,2,0,0,0,0,1,30,0,0
1,24,0,0,0,0,3,0,1,5,0
1,23,0,0,0,0,1,0,1,1,0
1,28,2,0,0,0,5,1,152,6,1
0,29,2,0,0,0,7,0,9,5,1
1,20,0,4,2,1,6,0,26,9,1
0,38,5,0,0,0,0,0,31,0,0
1,26,0,0,1,1,12,0,213,5,0
1,29,0,0,0,0,0,1,61,2,0
0,34,1,0,0,0,1,0,62,0,0
1,49,0,0,0,0,1,1,1,1,0
1,29,0,0,0,0,11,0,2,2,1
1,34,0,0,0,0,8,1,2,6,1
1,26,0,0,0,0,6,0,62,6,1
1,58,0,0,0,0,0,0,60,0,0
1,37,3,0,0,0,6,0,199,4,1
1,48,2,0,0,0,0,1,1,5,1
1,61,0,0,0,0,9,0,126,1,0
1,30,0,0,0,0,1,0,293,2,1
1,44,0,0,0,0,0,0,3,2,0
1,26,0,0,0,0,3,0,1,6,1
1,46,0,0,0,0,3,0,36,2,1
1,36,2,0,0,0,5,0,122,2,0
0,29,0,0,1,0,11,0,150,8,1
1,26,2,0,0,0,6,1,61,6,0
1,30,5,0,0,0,1,0,227,2,0
1,43,3,0,0,0,6,1,254,2,0
1,29,2,0,0,0,0,0,31,2,0
1,22,3,0,0,0,1,1,334,8,0
0,23,5,0,0,0,0,1,1,5,0
1,53,0,0,0,0,3,0,6,5,1
1,33,5,0,0,0,5,0,3,2,1
1,35,0,0,0,0,8,1,273,5,0
0,39,2,0,0,0,3,0,31,2,0
1,21,3,1,0,0,1,0,56,7,1
0,26,2,0,0,0,2,0,155,5,1
1,26,0,1,0,0,10,0,2,8,1
1,28,0,0,0,0,8,1,1,5,1
1,31,0,0,0,0,1,1,2,3,0
0,21,2,0,3,1,3,1,2,6,1
1,37,0,0,0,0,8,0,15,4,1
1,29,2,0,0,0,1,0,1,5,0
1,22,0,1,0,0,12,0,124,9,1
1,59,0,0,0,0,4,1,67,0,0
1,28,0,0,8,2,12,0,13,9,1
0,56,2,0,0,0,0,1,1,0,0
1,37,0,0,0,0,1,0,61,0,0
1,30,2,0,0,0,0,0,1,1,0
1,27,0,0,0,0,2,0,93,3,0
1,51,3,0,0,0,0,1,1,0,0
1,29,5,0,0,0,0,0,61,1,0
0,41,2,0,0,0,0,0,1,0,0
1,24,0,0,0,0,1,0,1,3,0
0,27,2,0,0,0,6,0,2,9,0
0,41,2,0,0,0,3,0,180,6,0
1,43,0,0,0,0,15,1,1,8,1
0,53,0,0,0,0,5,0,61,5,0
1,27,0,1,0,0,6,0,30,6,1
1,26,0,0,1,0,6,1,2,4,0
1,22,2,0,0,4,3,1,31,2,0
0,24,2,0,0,0,1,0,30,5,0
1,30,0,0,0,0,0,0,1,5,0
1,56,5,0,0,0,6,0,206,1,1
1,26,0,0,0,0,4,0,1,8,1
1,24,0,2,1,0,3,1,1,5,1
1,30,3,0,0,0,6,1,1,2,1
1,54,0,0,0,0,4,0,61,0,0
1,23,3,0,0,0,0,0,1,4,1
1,25,5,0,0,0,1,0,69,3,1
0,48,0,0,0,3,18,0,173,5,1
0,36,0,0,0,0,13,0,144,8,1
1,46,4,0,0,0,0,1,1,0,0
0,45,0,0,0,0,1,0,164,2,0
1,21,0,0,0,0,1,0,1,9,1
1,26,2,0,0,0,10,0,2,4,1
1,53,0,0,0,0,1,1,2,0,0
1,26,2,0,0,3,10,1,30,7,1
0,22,0,0,1,0,1,0,2,3,0
1,32,0,0,0,0,7,0,61,1,0
1,45,2,0,0,0,0,0,1,0,0
1,47,2,0,0,0,1,1,29,4,0
1,63,0,0,0,0,11,0,295,8,0
1,30,3,0,0,0,7,0,1,7,1
1,41,0,2,0,1,14,1,6,7,1
0,26,0,0,0,0,0,0,2,6,0
1,45,2,0,0,0,0,1,5,0,0
1,50,2,0,0,0,1,0,91,1,0
1,57,2,0,0,0,3,1,131,0,0
1,31,0,0,0,0,2,0,2,0,0
1,21,0,0,0,0,0,0,2,6,1
1,41,3,0,0,0,2,1,85,0,0
0,28,0,1,0,0,1,1,264,3,1
1,29,2,1,0,1,9,0,59,7,1
1,28,0,0,0,0,2,0,1,3,0
0,25,2,0,0,0,1,1,1,3,1
1,22,0,0,0,0,0,0,31,2,1
0,21,0,0,0,0,0,0,30,5,0
1,48,2,0,0,0,0,0,166,7,1
1,25,0,0,0,1,4,0,170,8,1
1,31,2,0,0,0,5,0,1,5,1
1,33,2,0,0,0,1,1,1,0,0
1,56,5,0,0,0,0,1,8,0,0
1,24,0,0,0,0,0,1,2,2,0
1,59,0,0,0,0,1,0,61,5,0
1,30,0,0,0,0,15,0,64,9,1
1,30,0,0,0,0,1,0,27,8,0
0,27,0,0,0,0,0,0,1,7,0
1,43,0,0,0,0,3,0,61,0,0
1,66,2,0,0,0,2,1,87,2,0
0,26,0,0,0,0,1,1,118,4,0
1,51,0,0,0,0,21,0,568,7,1
1,49,2,0,0,0,1,1,31,0,0
1,21,2,0,0,0,0,0,60,3,0
1,64,2,0,0,0,8,0,175,9,1
1,76,1,0,0,0,0,0,59,0,0
0,28,2,0,0,0,3,0,1,5,1
1,35,0,0,0,0,1,1,32,3,0
1,44,5,0,0,0,6,0,3,0,1
0,55,2,0,0,0,3,1,4,0,0
1,38,3,1,0,1,7,0,32,6,1
1,24,0,0,0,0,0,0,62,4,0
1,45,2,0,0,0,0,0,91,1,0
1,36,2,0,0,0,0,0,1,2,0
1,38,2,0,0,0,5,0,199,1,0
1,20,3,0,0,0,0,0,26,5,1
1,21,0,0,0,1,0,0,30,2,1
1,22,3,0,0,0,1,1,225,5,0
1,27,0,0,0,0,7,0,202,9,1
1,27,0,0,0,0,0,0,30,2,0
1,28,0,0,1,0,18,0,1,8,1
1,52,3,0,0,0,0,1,31,0,1
1,39,2,0,0,0,16,0,36,8,1
1,49,3,0,0,0,14,0,93,6,0
1,19,0,0,0,0,0,0,1,3,1
1,40,0,0,0,0,2,0,32,3,0
1,30,2,0,0,0,5,0,92,7,1
1,28,2,0,0,0,0,0,1,2,1
1,27,2,0,0,0,0,1,61,1,0
1,23,3,0,0,0,3,0,4,6,1
1,33,0,2,0,0,8,0,50,9,1
1,25,0,0,0,0,3,0,122,4,1
0,28,0,0,0,0,0,0,1,2,0
1,33,2,0,0,0,4,0,57,5,0
0,24,0,0,0,0,0,0,1,2,0
0,24,0,0,0,0,0,0,2,2,0
1,44,2,0,0,0,0,0,5,6,0
1,44,0,0,0,0,0,0,1,0,0
1,28,2,0,0,0,1,0,2,0,0
0,23,0,0,0,0,0,1,1,6,0
0,31,2,0,0,1,2,0,32,7,1
1,27,0,0,0,1,0,0,1,1,0
0,26,2,0,0,0,1,0,1,7,1
1,57,0,0,0,0,16,1,159,4,1
1,55,2,0,0,0,0,0,1,0,0
0,36,2,0,0,0,7,0,22,5,1
1,45,3,0,0,0,6,0,41,5,0
0,26,2,0,0,0,1,0,4,6,0
1,34,0,0,0,0,0,0,34,7,1
1,24,0,0,0,0,1,0,31,1,0
1,21,5,0,0,0,0,0,262,4,1
1,42,0,0,0,0,7,0,1,0,0
0,34,2,0,0,0,12,0,86,9,1
1,30,3,0,0,0,3,1,62,3,0
1,40,2,0,0,0,6,0,31,3,0
1,34,2,0,0,0,2,0,30,0,0
1,39,5,0,0,0,2,0,69,1,0
1,28,2,0,0,0,0,0,2,9,0
1,24,1,0,0,0,4,0,1,5,1
1,30,5,0,0,0,13,0,31,8,1
1,30,0,0,0,0,4,0,6,2,0
1,31,2,0,0,0,3,1,1,2,1
0,34,3,0,0,0,0,1,1,1,0
1,27,2,0,0,0,1,1,32,2,0
1,22,3,0,0,1,0,0,1,1,1
1,21,0,0,0,0,0,0,264,2,0
1,37,0,0,0,0,3,1,81,2,0
1,25,0,0,0,0,1,0,1,1,0
1,45,2,0,0,0,2,0,242,0,0
1,45,2,0,0,0,7,0,102,1,0
1,22,3,0,0,0,1,0,10,1,1
1,31,2,0,0,0,1,0,235,4,0
1,23,0,0,0,0,0,0,122,4,0
0,39,2,0,0,0,0,1,2,0,0
1,21,0,0,0,0,0,0,62,3,0
1,32,0,0,0,0,6,0,34,1,0
1,28,0,0,0,0,6,1,6,4,1
1,35,0,0,0,0,0,0,1,0,0
1,29,0,0,1,1,4,0,2,3,1
1,28,0,0,0,0,7,0,1,9,1
0,34,2,0,0,0,0,1,3,6,1
1,20,0,0,1,0,1,0,25,9,0
0,32,2,0,0,0,5,0,5,1,1
1,52,2,0,0,0,2,1,32,0,0
1,25,0,0,0,0,2,0,2,3,0
1,34,2,0,1,0,15,0,32,6,0
1,47,0,0,0,0,4,0,31,3,1
1,47,2,0,0,0,0,0,2,0,0
1,45,2,0,0,0,2,1,1,1,0
0,30,0,0,0,0,4,0,2,4,0
1,22,2,0,0,0,0,1,1,2,1
0,47,0,0,0,0,7,0,205,8,1
1,37,2,0,0,0,3,0,54,7,0
1,37,0,0,0,0,8,1,2,4,0
1,20,2,0,0,0,1,0,1,3,0
1,50,0,0,0,0,7,0,3,2,0
1,26,0,0,0,0,7,0,3,9,1
1,22,0,0,1,0,2,0,1,7,0
0,31,2,0,0,0,0,1,4,1,0
0,28,0,0,0,0,1,0,3,1,0
1,20,2,0,0,3,0,0,1,2,1
1,29,0,0,0,0,1,0,111,4,0
1,21,2,0,0,0,0,0,115,2,0
1,25,0,0,0,0,2,0,854,4,0
1,22,0,0,0,0,0,0,199,6,1
1,33,0,0,0,1,14,0,61,9,1
1,30,0,0,0,0,1,1,1,1,0
1,27,2,0,0,0,5,0,142,5,1
1,24,0,0,0,0,2,1,3,8,1
1,31,0,0,0,0,4,0,383,5,0
0,20,5,0,0,0,1,1,32,3,0
1,29,0,0,0,0,0,1,32,1,0
1,20,0,0,0,1,1,0,62,6,0
1,26,0,0,0,0,1,0,62,3,0
1,24,2,0,0,0,0,0,62,2,0
1,44,0,0,0,0,29,0,128,8,1
1,46,2,0,0,0,1,1,1,0,0
0,46,2,0,0,0,1,1,32,0,1
0,36,0,0,0,0,1,0,2,1,0
1,57,5,0,0,0,0,0,1,0,0
1,23,0,0,0,0,0,1,1,2,1
1,21,0,0,0,1,1,0,1,9,1
1,54,2,0,0,0,0,1,1,0,0
1,29,0,0,0,0,6,0,2,5,1
1,62,5,0,0,0,2,1,1,0,0
1,25,3,1,4,0,10,0,8,8,1
0,22,3,0,0,0,1,0,1,3,0
1,29,0,0,0,0,4,1,31,4,1
1,39,0,0,0,0,1,0,62,4,0
0,26,0,0,0,0,0,1,7,8,0
0,50,2,0,0,0,7,1,8,0,1
1,32,0,0,0,0,1,0,244,1,0
1,45,3,0,0,0,0,0,2,0,0
1,30,0,0,0,0,1,0,289,1,0
1,25,0,0,0,0,0,0,1,4,0
0,44,2,0,0,0,10,0,231,4,1
1,58,0,0,0,0,0,0,31,3,1
1,27,0,0,0,0,10,0,185,8,0
1,35,3,0,0,0,0,1,2,0,0
0,28,2,0,0,0,1,0,62,4,0
1,24,0,0,0,0,5,0,1,5,0
0,49,0,0,0,0,0,1,1,0,0
1,27,2,0,0,0,7,0,251,3,0
1,44,5,0,0,0,1,1,1,0,0
1,20,0,0,1,0,1,0,31,9,1
1,29,2,0,0,0,0,1,1,0,1
0,26,3,0,0,0,0,1,1,2,0
1,21,2,0,0,0,1,0,31,4,0
1,38,0,1,2,2,22,1,31,8,1
1,73,2,0,0,0,6,0,13,0,0
1,62,3,0,0,0,5,0,113,1,0
0,46,2,0,0,0,1,0,30,0,0
1,29,0,0,1,0,17,0,16,9,1
1,30,0,0,0,0,0,0,2,3,1
1,34,0,0,0,0,14,0,1,7,0
1,26,0,0,0,0,1,0,93,6,0
1,55,0,0,0,0,8,0,3,0,1
1,25,0,0,0,0,10,0,83,8,1
1,47,2,0,0,0,2,1,28,0,0
1,21,2,0,0,0,0,0,101,5,0
1,23,0,0,0,0,1,0,3,2,0
1,27,3,0,0,0,1,1,31,1,0
0,33,2,0,0,0,0,1,2,0,0
1,30,0,0,0,0,13,0,268,9,1
1,24,0,1,7,0,13,0,178,9,0
1,24,0,0,0,3,4,0,2,4,1
1,48,2,0,0,0,2,0,4,0,1
1,45,2,0,0,0,0,0,61,5,1
0,61,2,0,0,0,2,0,31,0,0
1,26,0,0,0,0,2,1,203,4,0
1,28,0,0,0,0,6,0,90,1,0
0,42,2,0,0,0,0,1,1,1,0
1,34,0,0,0,0,1,1,62,1,0
1,21,0,0,0,0,0,1,1,3,1
0,69,2,0,0,0,2,1,1,0,0
1,24,2,0,0,1,5,0,6,4,1
1,45,0,0,0,0,1,1,1,0,0
1,28,0,0,0,0,3,1,188,8,0
1,66,2,0,0,0,7,0,199,1,0
1,47,2,0,0,0,0,0,161,0,0
1,25,0,0,3,1,8,1,30,7,1
1,28,2,0,0,0,2,0,2,0,0
1,52,0,0,0,0,2,1,17,0,0
0,46,0,0,0,0,1,0,31,0,0
1,46,3,0,0,0,0,1,2,0,0
1,30,2,0,0,0,0,0,28,0,0
0,26,3,0,0,0,0,1,1,2,0
1,19,0,0,0,0,0,0,1,8,0
0,38,2,0,0,0,1,0,32,5,0
1,34,5,0,0,0,0,0,32,1,1
1,32,2,0,1,0,5,0,184,6,1
1,47,2,0,0,0,11,0,90,3,0
1,38,0,0,0,0,2,1,11,3,1
1,32,0,0,0,0,2,0,321,9,0
1,23,0,0,2,2,4,0,31,6,1
1,64,3,0,0,0,0,1,1,0,0
1,30,3,0,0,0,0,1,1,0,0
1,59,0,0,0,0,9,0,31,8,1
1,24,2,0,0,0,5,0,9,6,1
1,38,0,0,0,0,2,0,244,0,0
0,22,0,0,0,0,0,0,265,5,0
1,35,0,0,0,0,6,0,1,2,0
1,24,0,0,0,0,0,0,1,6,1
1,34,2,0,0,0,4,0,17,1,0
1,35,0,0,0,0,1,1,92,5,1
1,25,0,0,0,0,2,0,1,5,0
1,58,2,0,0,0,3,1,1,1,0
1,27,0,0,0,0,7,0,3,3,1
1,24,0,0,0,1,6,0,16,8,1
1,42,0,0,0,0,6,1,2,4,0
1,44,2,0,0,0,4,0,32,2,0
1,30,0,0,0,0,3,0,3,4,0
0,39,3,0,0,0,2,0,214,1,0
1,28,2,0,0,0,0,0,1,2,0
0,32,0,0,1,0,13,0,297,5,0
1,34,0,0,0,0,1,0,2,1,0
1,26,0,0,0,0,1,0,144,7,1
1,31,2,0,0,0,1,1,1,1,0
0,35,2,0,0,0,0,1,1,1,0
1,23,0,0,0,0,0,0,3,1,0
1,29,2,0,0,1,11,0,50,7,1
1,31,0,0,0,0,0,1,1,3,0
1,54,0,0,0,0,6,0,61,6,0
1,38,5,0,0,0,1,0,1,0,0
1,30,0,0,0,0,14,0,65,7,1
1,57,0,0,0,0,2,0,98,0,0
1,26,2,0,0,0,0,0,1,0,0
1,21,2,0,0,0,2,0,78,3,1
1,44,0,0,0,0,0,0,2,0,0
1,52,0,0,0,0,0,0,2,0,0
1,30,0,0,0,0,6,0,31,4,1
1,36,3,0,0,0,0,1,1,0,0
1,31,0,0,0,0,9,0,1,7,1
0,21,0,0,1,0,2,0,224,5,1
1,32,2,0,0,0,0,1,2,3,0
1,77,2,0,0,0,1,1,4,0,0
1,61,2,0,0,0,4,0,119,5,0
1,40,3,0,0,0,2,1,2,1,0
0,41,0,0,0,0,0,1,1,0,0
0,24,2,0,0,0,0,1,2,4,0
0,34,0,0,0,0,5,0,2,2,1
1,33,0,0,0,0,15,1,1,1,0
1,34,2,0,0,0,3,0,9,1,1
1,27,3,0,0,0,1,0,30,2,0
1,25,0,0,0,2,6,1,1,6,1
1,30,0,0,0,0,1,0,30,0,0
1,59,3,0,0,0,0,0,2,0,0
1,23,0,0,0,0,0,0,31,2,0
1,55,2,0,0,0,1,0,32,0,1
0,22,0,0,1,0,1,1,31,5,0
1,32,2,0,0,0,0,0,64,5,1
1,21,0,0,0,0,1,0,36,8,0
1,53,0,0,0,0,5,1,3,1,0
1,30,0,0,0,0,7,0,57,8,0
1,50,2,0,0,0,1,1,1,1,0
1,26,5,0,0,0,1,0,62,3,1
1,21,3,0,0,1,2,0,2,4,1
1,36,0,0,0,0,7,0,207,5,1
1,35,0,0,0,0,16,0,192,7,1
0,25,2,0,0,0,0,1,2,2,0
0,44,2,0,0,0,0,1,1,0,0
0,31,2,0,0,0,2,1,118,5,0
1,62,0,0,0,0,17,0,162,6,0
0,26,0,0,0,0,1,0,61,4,0
1,25,2,0,0,0,0,1,1,1,0
1,32,0,0,0,0,0,1,1,0,0
1,40,2,0,0,0,5,0,30,2,0
1,35,0,0,0,0,0,0,31,2,0
1,27,0,0,0,0,2,0,120,2,0
1,37,2,0,0,0,0,0,115,1,0
1,33,0,0,0,0,12,0,92,8,1
1,36,1,0,0,0,1,0,224,0,0
1,30,0,0,0,0,0,0,4,3,0
1,41,0,0,0,0,19,0,221,7,1
0,21,2,0,0,0,1,1,66,6,0
0,29,2,0,0,0,0,0,1,6,0
1,41,2,0,0,0,1,1,2,0,0
1,23,0,0,0,0,0,1,32,2,0
0,26,2,0,0,0,1,0,245,3,0
1,25,2,0,0,0,0,0,1,4,0
1,50,2,0,0,0,0,0,3,0,0
1,35,2,0,0,0,4,0,229,1,0
1,20,0,0,0,0,0,0,1,2,0
1,44,2,0,0,0,3,1,182,2,0
0,27,0,0,0,0,1,0,81,3,0
1,37,0,1,0,0,17,0,147,8,1
1,43,0,0,0,0,4,0,26,0,1
1,29,2,0,0,0,12,1,106,5,1
0,61,2,0,0,0,0,0,32,0,0
1,28,2,0,0,1,3,0,32,2,0
0,22,0,0,0,0,4,0,3,8,1
1,27,2,0,0,0,2,0,1,3,1
0,40,2,0,0,0,0,0,106,8,0
0,34,0,0,0,0,1,1,15,1,0
1,24,5,0,0,0,0,0,1,5,0
0,34,2,0,0,0,1,0,34,5,0
1,22,2,0,0,0,3,1,37,9,0
0,41,0,0,0,0,0,1,2,0,0
0,20,0,0,0,1,0,1,32,6,1
1,30,0,0,0,0,0,1,1,0,0
0,43,0,0,0,0,0,1,2,0,0
1,20,0,0,0,1,0,0,8,4,0
1,51,2,0,0,0,4,0,2,0,1
0,30,0,0,0,0,0,1,1,7,0
0,25,2,0,0,0,0,0,116,2,0
1,37,3,0,0,0,9,0,62,4,0
0,21,0,0,0,0,0,0,1,8,0
0,29,3,0,0,0,1,0,2,3,0
0,24,2,0,0,0,0,1,1,5,0
1,36,2,0,0,0,12,0,14,0,0
1,36,2,0,0,0,0,1,32,2,0
1,39,2,0,0,0,0,0,3,0,1
1,32,0,0,0,0,2,1,2,4,0
1,30,0,0,0,0,1,0,2,1,0
1,50,2,0,0,0,3,1,12,0,0
1,38,0,0,0,0,0,1,1,0,0
0,27,0,0,0,0,8,0,263,5,1
1,21,2,0,0,0,0,0,3,2,0
0,30,2,0,0,0,0,0,87,5,1
0,43,2,0,0,0,0,1,117,1,1
1,30,0,6,0,0,8,1,1,8,1
1,22,0,0,0,0,2,0,354,6,1
0,26,2,0,0,0,1,1,31,3,1
1,37,2,0,0,0,3,0,246,3,0
1,25,2,0,0,0,5,0,29,8,1
1,65,2,0,0,0,1,0,31,2,1
1,52,5,0,0,0,0,0,257,4,1
1,37,3,0,0,0,9,0,100,5,0
1,43,0,0,0,0,0,1,88,2,0
1,29,2,0,0,0,1,0,1,0,0
1,32,2,0,0,0,3,0,121,4,0
1,36,3,0,0,0,0,1,31,0,1
1,21,0,0,2,6,8,0,244,8,1
1,21,2,0,0,0,1,0,31,2,0
1,47,2,0,0,0,13,1,67,3,1
0,36,0,0,0,0,4,0,30,1,0
0,25,0,0,0,0,6,0,252,6,1
1,32,2,0,0,0,4,1,2,1,1
1,43,2,0,0,0,1,0,2,0,0
1,34,0,0,0,0,2,0,2,1,0
1,27,0,0,0,0,2,0,162,5,0
1,26,0,0,0,0,8,1,86,3,1
1,21,0,0,0,0,1,0,111,2,0
1,61,5,0,0,0,1,0,31,0,0
1,34,1,0,0,0,0,1,2,1,0
1,46,3,0,0,0,1,1,1,0,0
1,33,0,0,0,0,0,0,2,1,0
1,38,2,0,0,0,3,1,2,2,0
1,41,0,0,0,0,7,0,59,8,0
1,25,2,0,0,0,7,0,192,9,1
1,21,2,0,0,0,1,0,130,3,0
0,74,2,0,0,0,0,1,1,0,0
1,23,1,0,0,0,2,1,1,2,0
1,21,0,1,0,0,1,0,15,8,0
1,41,2,0,0,0,5,1,1,3,1
1,54,2,0,0,0,0,1,2,0,0
1,57,0,0,0,0,11,0,143,6,1
1,22,3,0,0,0,0,0,59,1,0
0,27,3,0,0,0,0,1,1,2,0
1,30,0,0,1,0,1,1,2,1,0
0,33,2,0,0,0,3,0,2,5,1
1,23,0,0,0,0,4,0,163,8,0
1,24,2,0,0,0,2,1,1,1,0
1,52,1,0,0,0,0,0,1,0,0
0,29,2,0,0,0,0,1,1,5,0
0,42,2,0,0,0,0,0,2,1,1
1,21,2,0,0,0,0,1,1,2,0
0,30,2,0,0,1,1,0,1,1,0
1,33,0,0,0,0,3,0,234,2,0
1,64,2,0,0,0,0,1,31,0,0
1,33,0,0,0,0,0,0,105,4,0
1,38,3,0,0,0,1,0,5,0,0
1,21,0,0,0,1,2,0,183,5,1
0,41,2,0,0,0,9,1,30,3,1
